159.233	450.315	40.1507
121.9	12.6	8.5
154.438	97.25	95.1875
119	220	105
53.1667	156.333	106
122.167	355.667	140.167
90	427	99
159.959	302.26	39.4795
72	294.6	100.8
11.75	133	94.4
s
160	453	36
160	453	36
160	453	36
175	425	39
160	453	37
160	453	37
161	453	36
161	453	36
175	425	39
160	453	38
161	453	37
161	453	37
162	453	36
160	453	39
160	453	39
161	453	38
161	453	38
160	453	40
161	453	39
161	453	39
160	453	41
161	453	40
162	453	40
176	433	39
178	433	39
161	453	41
162	453	41
175	433	40
177	433	40
161	453	42
176	433	41
178	433	39
175	433	42
176	433	42
178	433	39
175	433	43
176	433	42
178	433	40
175	433	44
179	433	40
175	433	45
184	425	39
184	425	40
184	433	40
184	433	41
184	433	42
149	433	84
149	433	85
149	433	86
184	413	144
174	453	134
174	457	133
174	453	135
174	457	134
174	457	135
150	421	174
150	421	174
151	421	173
151	421	175
152	421	174
149	433	185
149	433	185
179	421	171
149	433	188
154	417	237
154	417	237
154	417	237
154	417	238
158	369	42
162	369	41
159	369	44
175	357	112
176	361	112
176	369	113
176	369	113
176	373	113
178	381	115
178	385	115
178	385	115
180	353	136
180	353	136
174	353	163
174	357	163
183	393	141
183	393	141
183	393	141
175	373	165
184	409	143
177	397	168
178	409	169
178	409	169
129	345	115
129	357	117
129	357	117
130	369	118
130	369	117
130	369	117
130	373	118
130	373	118
130	377	119
131	385	120
131	385	120
131	385	120
131	393	120
131	393	120
132	393	120
132	393	121
132	397	121
132	397	121
132	397	122
149	329	30
154	329	37
154	329	37
155	329	37
155	329	38
156	333	37
157	333	39
163	329	37
158	333	39
162	329	39
158	337	37
159	337	37
165	329	37
158	333	41
159	333	40
159	337	38
165	329	37
162	333	37
158	333	42
158	333	40
159	337	38
165	329	38
162	333	37
165	329	37
158	333	42
158	333	41
160	333	39
165	329	38
164	333	38
163	333	37
158	333	43
158	333	41
158	337	40
162	333	40
162	333	39
167	329	38
162	333	38
160	337	37
169	329	37
159	333	43
159	333	42
158	337	41
161	333	39
161	337	38
169	329	37
159	333	44
159	333	43
158	337	42
158	337	41
162	333	40
167	329	40
160	337	39
167	329	38
169	329	38
164	337	37
159	329	45
159	333	43
158	337	42
160	333	41
161	333	41
167	329	40
160	337	39
167	329	39
164	337	38
164	337	37
163	329	44
158	337	43
160	333	42
161	333	41
166	329	41
160	337	40
167	329	40
164	337	38
164	337	38
161	333	43
161	333	42
167	329	42
160	337	41
165	333	40
164	337	39
164	337	38
